delka,zeme,rok,hodnoceni_procenta,hodnoceni_pocet,zanr,zanr_id,zeme_id
24.0,Velká Británie,1988,87.0,20,Hudební,11,11
22.0,USA,1989,87.0,33,Animovaný,2,10
24.0,USA,1992,84.0,17,Animovaný,2,10
15.0,Česko,2020,58.0,13,Rodinný,22,12
275.0,Francie,2003,75.0,59,Krimi,13,1
90.0,USA,1995,62.0,13,Horor,10,10
14.0,Česko,2020,56.0,16,Rodinný,22,12
10.0,Česko,2020,33.0,98,Komedie,12,12
42.0,USA,2021,63.0,16,Akční,1,10
90.0,USA,1948,68.0,16,Western,29,10
104.0,USA,2021,47.0,73,Drama,5,10
91.0,USA,2020,19.0,18,Horor,10,10
30.0,USA,2020,73.0,564,Komedie,12,10
106.0,Španělsko,2020,67.0,11,Drama,5,13
55.0,Francie,1977,78.0,108,Životopisný,30,1
177.0,USA,(2020–2021),87.0,126,Animovaný,2,10
47.0,USA,2020,82.0,212,Dokumentární,4,10
95.0,Francie,2020,61.0,19,Drama,5,1
90.0,Německo,2004,47.0,15,Drama,5,6
3.0,USA,2014,65.0,11,Krátkometrážní,14,10
160.0,Francie,1993,77.0,15,Historický,9,1
105.0,Kanada,2020,60.0,855,Sci-Fi,24,4
96.0,USA,1998,57.0,97,Akční,1,10
309.0,USA,2020,82.0,477,Komedie,12,10
55.0,Česko,2020,43.0,41,Drama,5,12
50.0,USA,2020,64.0,34,Akční,1,10
91.0,Polsko,1995,75.0,187,Komedie,12,7
100.0,USA,2001,40.0,46,Dobrodružný,3,10
58.0,USA,2020,74.0,63,Drama,5,10
6.0,Česko,2013,54.0,16,Krátkometrážní,14,12
93.0,USA,2020,14.0,40,Akční,1,10
112.0,USA,2002,58.0,7 958,Komedie,12,10
44.0,USA,2021,81.0,59,Komedie,12,10
21.0,Česko,2020,43.0,22,Dokumentární,4,12
4.0,Česko,2020,54.0,13,Krátkometrážní,14,12
88.0,USA,1950,62.0,37,Dobrodružný,3,10
57.0,Česko,2020,87.0,17,Hudební,11,12
184.0,Německo,2001,66.0,47,Drama,5,6
568.0,Německo,(2020–2022),72.0,2 853,Akční,1,6
88.0,USA,1997,48.0,10,Animovaný,2,10
96.0,Německo,1992,78.0,89,Dokumentární,4,6
75.0,Velká Británie,1967,51.0,26,Sci-Fi,24,11
1032.0,Japonsko,(1987–1988),80.0,11,Animovaný,2,3
4.0,USA,2020,75.0,22,Krátkometrážní,14,10
26.0,Česko,2020,84.0,56,Dokumentární,4,12
93.0,USA,1987,57.0,46,Komedie,12,10
83.0,USA,2020,47.0,38,Dokumentární,4,10
10.0,Japonsko,2020,60.0,12,Dokumentární,4,3
21.0,USA,2004,82.0,48,Komedie,12,10
60.0,USA,2020,66.0,10,Dokumentární,4,10
100.0,Itálie,1962,74.0,18,Akční,1,2
292.0,Španělsko,2020,80.0,104,Drama,5,13
2280.0,Japonsko,(1996–1998),83.0,476,Animovaný,2,3
96.0,Japonsko,1972,85.0,133,Drama,5,3
48.0,Česko,2020,64.0,15,Krátkometrážní,14,12
75.0,USA,2001,76.0,351,Animovaný,2,10
22.0,USA,1998,75.0,24,Komedie,12,10
22.0,USA,1999,74.0,21,Komedie,12,10
50.0,USA,2021,48.0,47,Dokumentární,4,10
48.0,USA,2021,77.0,340,Dokumentární,4,10
47.0,USA,2022,67.0,11,Animovaný,2,10
71.0,USA,2024,87.0,1 956,Drama,5,10
99.0,Španělsko,1985,76.0,11,Drama,5,13
89.0,USA,1948,76.0,224,Drama,5,10
25.0,Česko,2020,83.0,14,Dokumentární,4,12
1191.0,Česko,2021,39.0,589,Drama,5,12
12.0,Česko,2020,58.0,11,Krátkometrážní,14,12
66.0,USA,1933,75.0,11,Drama,5,10
109.0,USA,1953,73.0,43,Dobrodružný,3,10
83.0,USA,1931,78.0,456,Drama,5,10
52.0,Francie,2021,74.0,18,Krimi,13,1
72.0,USA,1932,65.0,13,Drama,5,10
100.0,USA,2021,56.0,139,Životopisný,30,10
111.0,Japonsko,2001,75.0,17,Komedie,12,3
87.0,USA,2021,35.0,68,Thriller,28,10
32.0,USA,2021,63.0,24,Drama,5,10
28.0,USA,2021,78.0,35,Drama,5,10
77.0,Česko,2021,67.0,14,Drama,5,12
90.0,Německo,2015,46.0,58,Drama,5,6
542.0,USA,2016,66.0,102,Drama,5,10
100.0,USA,1973,73.0,14,Drama,5,10
43.0,Německo,2020,79.0,31,Dokumentární,4,6
44.0,USA,2021,74.0,94,Drama,5,10
30.0,Slovensko,2006,58.0,10,Krátkometrážní,14,9
22.0,USA,2004,72.0,10,Komedie,12,10
22.0,USA,2005,68.0,10,Komedie,12,10
194.0,Polsko,2021,53.0,15,Animovaný,2,7
104.0,Maďarsko,1999,64.0,35,Komedie,12,5
12.0,USA,1914,64.0,11,Komedie,12,10
