rok,delka,hodnoceni_pocet,zanr,zeme
1993,160.0,15,Historický,Francie
2020,105.0,855,Sci-Fi,Kanada
1998,96.0,97,Akční,USA
2020,309.0,477,Komedie,USA
2020,55.0,41,Drama,Česko
2020,50.0,34,Akční,USA
1995,91.0,187,Komedie,Polsko
2001,100.0,46,Dobrodružný,USA
2020,58.0,63,Drama,USA
2013,6.0,16,Krátkometrážní,Česko
2020,93.0,40,Akční,USA
2002,112.0,7 958,Komedie,USA
2021,44.0,59,Komedie,USA
2020,21.0,22,Dokumentární,Česko
2020,4.0,13,Krátkometrážní,Česko
1950,88.0,37,Dobrodružný,USA
2020,57.0,17,Hudební,Česko
2001,184.0,47,Drama,Německo
(2020–2022),568.0,2 853,Akční,Německo
1997,88.0,10,Animovaný,USA
1992,96.0,89,Dokumentární,Německo
1967,75.0,26,Sci-Fi,Velká Británie
(1987–1988),1032.0,11,Animovaný,Japonsko
2020,4.0,22,Krátkometrážní,USA
2020,26.0,56,Dokumentární,Česko
1987,93.0,46,Komedie,USA
2020,83.0,38,Dokumentární,USA
2020,10.0,12,Dokumentární,Japonsko
2004,21.0,48,Komedie,USA
2020,60.0,10,Dokumentární,USA
1962,100.0,18,Akční,Itálie
2020,292.0,104,Drama,Španělsko
(1996–1998),2280.0,476,Animovaný,Japonsko
1972,96.0,133,Drama,Japonsko
2020,48.0,15,Krátkometrážní,Česko
2001,75.0,351,Animovaný,USA
1998,22.0,24,Komedie,USA
1999,22.0,21,Komedie,USA
2021,50.0,47,Dokumentární,USA
2021,48.0,340,Dokumentární,USA
2022,47.0,11,Animovaný,USA
2024,71.0,1 956,Drama,USA
1985,99.0,11,Drama,Španělsko
1948,89.0,224,Drama,USA
2020,25.0,14,Dokumentární,Česko
2021,1191.0,589,Drama,Česko
2020,12.0,11,Krátkometrážní,Česko
1933,66.0,11,Drama,USA
1953,109.0,43,Dobrodružný,USA
1931,83.0,456,Drama,USA
2021,52.0,18,Krimi,Francie
1932,72.0,13,Drama,USA
2021,100.0,139,Životopisný,USA
2001,111.0,17,Komedie,Japonsko
2021,87.0,68,Thriller,USA
2021,32.0,24,Drama,USA
2021,28.0,35,Drama,USA
2021,77.0,14,Drama,Česko
2015,90.0,58,Drama,Německo
2016,542.0,102,Drama,USA
1973,100.0,14,Drama,USA
2020,43.0,31,Dokumentární,Německo
2021,44.0,94,Drama,USA
2006,30.0,10,Krátkometrážní,Slovensko
2004,22.0,10,Komedie,USA
2005,22.0,10,Komedie,USA
2021,194.0,15,Animovaný,Polsko
1999,104.0,35,Komedie,Maďarsko
1914,12.0,11,Komedie,USA
